timestamp,role,story_key,story_text
2025-09-28T08:08:46+00:00,manager,study_reasons,'For personal interest / self-development' is the top motivation with 66 students (66%). 'To get a better job / promotion' follows with 20 mentions.
2025-09-28T08:08:46+00:00,leader,top_agents,"Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education."
2025-09-28T08:08:46+00:00,leader,enrollment_trend,"Jul 2025 recorded 1 enrolments, 0 up from T3 2024."
2025-09-28T08:08:46+00:00,leader,estimated_revenue,"16 confirmed students equate to roughly $296,000 in tuition at $18,500 per enrolment. A further 27 offers could add about $299,700 if 60% convert."
2025-09-28T08:08:46+00:00,manager,due_payments,93 of 100 applicants (93%) plan to pay less than half upfront. Focus follow-ups on Bright Future Consultants who manages 33 of these cases.
2025-09-28T08:08:46+00:00,manager,course_performance,Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering. In total 16 learners are currently engaged across all courses.
2025-09-28T08:08:46+00:00,manager,study_reasons,'For personal interest / self-development' is the top motivation with 66 students (66%). 'To get a better job / promotion' follows with 20 mentions.
2025-09-28T08:08:46+00:00,leader,top_agents,"Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education."
2025-09-28T08:08:46+00:00,leader,enrollment_trend,"Jul 2025 recorded 1 enrolments, 0 up from T3 2024."
2025-09-28T08:08:46+00:00,leader,estimated_revenue,"16 confirmed students equate to roughly $296,000 in tuition at $18,500 per enrolment. A further 27 offers could add about $299,700 if 60% convert."
2025-09-28T08:43:15+00:00,manager,due_payments,93 of 100 applicants (93%) plan to pay less than half upfront. Focus follow-ups on Bright Future Consultants who manages 33 of these cases.
2025-09-28T08:43:15+00:00,manager,course_performance,Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering. In total 16 learners are currently engaged across all courses.
2025-09-28T08:43:15+00:00,manager,study_reasons,'For personal interest / self-development' is the top motivation with 66 students (66%). 'To get a better job / promotion' follows with 20 mentions.
2025-09-28T08:43:15+00:00,leader,top_agents,"Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education."
2025-09-28T08:43:15+00:00,leader,enrollment_trend,"Jul 2025 recorded 1 enrolments, 0 up from T3 2024."
2025-09-28T08:43:15+00:00,leader,estimated_revenue,"16 confirmed students equate to roughly $296,000 in tuition at $18,500 per enrolment. A further 27 offers could add about $299,700 if 60% convert."
2025-09-28T08:43:15+00:00,manager,due_payments,93 of 100 applicants (93%) plan to pay less than half upfront. Focus follow-ups on Bright Future Consultants who manages 33 of these cases.
2025-09-28T08:43:15+00:00,manager,course_performance,Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering. In total 16 learners are currently engaged across all courses.
2025-09-28T08:43:15+00:00,manager,study_reasons,'For personal interest / self-development' is the top motivation with 66 students (66%). 'To get a better job / promotion' follows with 20 mentions.
2025-09-28T08:43:15+00:00,leader,top_agents,"Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education."
2025-09-28T08:43:15+00:00,leader,enrollment_trend,"Jul 2025 recorded 1 enrolments, 0 up from T3 2024."
2025-09-28T08:43:15+00:00,leader,estimated_revenue,"16 confirmed students equate to roughly $296,000 in tuition at $18,500 per enrolment. A further 27 offers could add about $299,700 if 60% convert."
2025-09-28T08:43:16+00:00,manager,due_payments,93 of 100 applicants (93%) plan to pay less than half upfront. Focus follow-ups on Bright Future Consultants who manages 33 of these cases.
2025-09-28T08:43:16+00:00,manager,course_performance,Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering. In total 16 learners are currently engaged across all courses.
2025-09-28T08:43:16+00:00,manager,study_reasons,'For personal interest / self-development' is the top motivation with 66 students (66%). 'To get a better job / promotion' follows with 20 mentions.
2025-09-28T08:43:16+00:00,leader,top_agents,"Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education."
2025-09-28T08:43:16+00:00,leader,enrollment_trend,"Jul 2025 recorded 1 enrolments, 0 up from T3 2024."
2025-09-28T08:43:16+00:00,leader,estimated_revenue,"16 confirmed students equate to roughly $296,000 in tuition at $18,500 per enrolment. A further 27 offers could add about $299,700 if 60% convert."
2025-09-28T08:43:16+00:00,manager,due_payments,93 of 100 applicants (93%) plan to pay less than half upfront. Focus follow-ups on Bright Future Consultants who manages 33 of these cases.
2025-09-28T08:43:16+00:00,manager,course_performance,Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering. In total 16 learners are currently engaged across all courses.
2025-09-28T08:43:16+00:00,manager,study_reasons,'For personal interest / self-development' is the top motivation with 66 students (66%). 'To get a better job / promotion' follows with 20 mentions.
2025-09-28T08:43:16+00:00,leader,top_agents,"Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education."
2025-09-28T08:43:16+00:00,leader,enrollment_trend,"Jul 2025 recorded 1 enrolments, 0 up from T3 2024."
2025-09-28T08:43:16+00:00,leader,estimated_revenue,"16 confirmed students equate to roughly $296,000 in tuition at $18,500 per enrolment. A further 27 offers could add about $299,700 if 60% convert."
2025-09-28T10:04:44+00:00,manager,due_payments,"Summary: 93 of 100 applicants (93%) prefer to pay less than half upfront.
Context: Payment preferences were captured from engaged applicants.
Action: Coordinate follow-ups with Bright Future Consultants, who manages 33 of these cases."
2025-09-28T10:04:44+00:00,manager,course_performance,"Summary: Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering.
Context: 16 learners are currently engaged across all courses.
Action: Share Bachelor of Business's approach to help Bachelor of Engineering close the gap."
2025-09-28T10:04:44+00:00,manager,study_reasons,"Summary: 'For personal interest / self-development' is the leading motivation with 66 students (66%).
Context: 'To get a better job / promotion' follows with 20 mentions.
Action: Tailor messaging to emphasise these motivations during counselling."
2025-09-28T10:04:44+00:00,leader,top_agents,"Summary: Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education.
Context: NextGen Education has 4 confirmed students and can close the gap with targeted support.
Action: Ask Global Pathways to mentor NextGen Education on high-conversion tactics."
2025-09-28T10:04:44+00:00,leader,enrollment_trend,"Summary: Jul 2025 recorded 1 enrolments, 0 up from T3 2024.
Context: The trend reflects 9 recent intakes with reliable data.
Action: Reinforce the campaigns that lifted the latest intake."
2025-09-28T10:04:44+00:00,leader,estimated_revenue,"Summary: 16 confirmed students represent about $296,000 in tuition revenue.
Context: Estimate based on $18,500 per enrolment.
Action: A further 27 offers could add about $299,700 if 60% convert."
2025-09-28T10:04:44+00:00,manager,due_payments,"Summary: 93 of 100 applicants (93%) prefer to pay less than half upfront.
Context: Payment preferences were captured from engaged applicants.
Action: Coordinate follow-ups with Bright Future Consultants, who manages 33 of these cases."
2025-09-28T10:04:44+00:00,manager,course_performance,"Summary: Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering.
Context: 16 learners are currently engaged across all courses.
Action: Share Bachelor of Business's approach to help Bachelor of Engineering close the gap."
2025-09-28T10:04:44+00:00,manager,study_reasons,"Summary: 'For personal interest / self-development' is the leading motivation with 66 students (66%).
Context: 'To get a better job / promotion' follows with 20 mentions.
Action: Tailor messaging to emphasise these motivations during counselling."
2025-09-28T10:04:44+00:00,leader,top_agents,"Summary: Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education.
Context: NextGen Education has 4 confirmed students and can close the gap with targeted support.
Action: Ask Global Pathways to mentor NextGen Education on high-conversion tactics."
2025-09-28T10:04:44+00:00,leader,enrollment_trend,"Summary: Jul 2025 recorded 1 enrolments, 0 up from T3 2024.
Context: The trend reflects 9 recent intakes with reliable data.
Action: Reinforce the campaigns that lifted the latest intake."
2025-09-28T10:04:44+00:00,leader,estimated_revenue,"Summary: 16 confirmed students represent about $296,000 in tuition revenue.
Context: Estimate based on $18,500 per enrolment.
Action: A further 27 offers could add about $299,700 if 60% convert."
2025-09-28T10:04:44+00:00,manager,due_payments,"Summary: 93 of 100 applicants (93%) prefer to pay less than half upfront.
Context: Payment preferences were captured from engaged applicants.
Action: Coordinate follow-ups with Bright Future Consultants, who manages 33 of these cases."
2025-09-28T10:04:44+00:00,manager,course_performance,"Summary: Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering.
Context: 16 learners are currently engaged across all courses.
Action: Share Bachelor of Business's approach to help Bachelor of Engineering close the gap."
2025-09-28T10:04:44+00:00,manager,study_reasons,"Summary: 'For personal interest / self-development' is the leading motivation with 66 students (66%).
Context: 'To get a better job / promotion' follows with 20 mentions.
Action: Tailor messaging to emphasise these motivations during counselling."
2025-09-28T10:04:44+00:00,leader,top_agents,"Summary: Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education.
Context: NextGen Education has 4 confirmed students and can close the gap with targeted support.
Action: Ask Global Pathways to mentor NextGen Education on high-conversion tactics."
2025-09-28T10:04:44+00:00,leader,enrollment_trend,"Summary: Jul 2025 recorded 1 enrolments, 0 up from T3 2024.
Context: The trend reflects 9 recent intakes with reliable data.
Action: Reinforce the campaigns that lifted the latest intake."
2025-09-28T10:04:44+00:00,leader,estimated_revenue,"Summary: 16 confirmed students represent about $296,000 in tuition revenue.
Context: Estimate based on $18,500 per enrolment.
Action: A further 27 offers could add about $299,700 if 60% convert."
2025-09-28T10:04:44+00:00,manager,due_payments,"Summary: 93 of 100 applicants (93%) prefer to pay less than half upfront.
Context: Payment preferences were captured from engaged applicants.
Action: Coordinate follow-ups with Bright Future Consultants, who manages 33 of these cases."
2025-09-28T10:04:44+00:00,manager,course_performance,"Summary: Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering.
Context: 16 learners are currently engaged across all courses.
Action: Share Bachelor of Business's approach to help Bachelor of Engineering close the gap."
2025-09-28T10:04:44+00:00,manager,study_reasons,"Summary: 'For personal interest / self-development' is the leading motivation with 66 students (66%).
Context: 'To get a better job / promotion' follows with 20 mentions.
Action: Tailor messaging to emphasise these motivations during counselling."
2025-09-28T10:04:44+00:00,leader,top_agents,"Summary: Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education.
Context: NextGen Education has 4 confirmed students and can close the gap with targeted support.
Action: Ask Global Pathways to mentor NextGen Education on high-conversion tactics."
2025-09-28T10:04:44+00:00,leader,enrollment_trend,"Summary: Jul 2025 recorded 1 enrolments, 0 up from T3 2024.
Context: The trend reflects 9 recent intakes with reliable data.
Action: Reinforce the campaigns that lifted the latest intake."
2025-09-28T10:04:44+00:00,leader,estimated_revenue,"Summary: 16 confirmed students represent about $296,000 in tuition revenue.
Context: Estimate based on $18,500 per enrolment.
Action: A further 27 offers could add about $299,700 if 60% convert."
2025-09-28T12:04:38+00:00,manager,due_payments,"Summary: 93 of 100 applicants (93%) prefer to pay less than half upfront.
Context: Payment preferences were captured from engaged applicants.
Action: Coordinate follow-ups with Bright Future Consultants, who manages 33 of these cases."
2025-09-28T12:04:38+00:00,manager,course_performance,"Summary: Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering.
Context: 16 learners are currently engaged across all courses.
Action: Share Bachelor of Business's approach to help Bachelor of Engineering close the gap."
2025-09-28T12:04:38+00:00,manager,study_reasons,"Summary: 'For personal interest / self-development' is the leading motivation with 66 students (66%).
Context: 'To get a better job / promotion' follows with 20 mentions.
Action: Tailor messaging to emphasise these motivations during counselling."
2025-09-28T12:04:38+00:00,leader,top_agents,"Summary: Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education.
Context: NextGen Education has 4 confirmed students and can close the gap with targeted support.
Action: Ask Global Pathways to mentor NextGen Education on high-conversion tactics."
2025-09-28T12:04:38+00:00,leader,enrollment_trend,"Summary: Jul 2025 recorded 1 enrolments, 0 up from T3 2024.
Context: The trend reflects 9 recent intakes with reliable data.
Action: Reinforce the campaigns that lifted the latest intake."
2025-09-28T12:04:38+00:00,leader,estimated_revenue,"Summary: 16 confirmed students represent about $296,000 in tuition revenue.
Context: Estimate based on $18,500 per enrolment.
Action: A further 27 offers could add about $299,700 if 60% convert."
2025-09-28T12:04:38+00:00,manager,due_payments,"Summary: 93 of 100 applicants (93%) prefer to pay less than half upfront.
Context: Payment preferences were captured from engaged applicants.
Action: Coordinate follow-ups with Bright Future Consultants, who manages 33 of these cases."
2025-09-28T12:04:38+00:00,manager,course_performance,"Summary: Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering.
Context: 16 learners are currently engaged across all courses.
Action: Share Bachelor of Business's approach to help Bachelor of Engineering close the gap."
2025-09-28T12:04:38+00:00,manager,study_reasons,"Summary: 'For personal interest / self-development' is the leading motivation with 66 students (66%).
Context: 'To get a better job / promotion' follows with 20 mentions.
Action: Tailor messaging to emphasise these motivations during counselling."
2025-09-28T12:04:38+00:00,leader,top_agents,"Summary: Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education.
Context: NextGen Education has 4 confirmed students and can close the gap with targeted support.
Action: Ask Global Pathways to mentor NextGen Education on high-conversion tactics."
2025-09-28T12:04:38+00:00,leader,enrollment_trend,"Summary: Jul 2025 recorded 1 enrolments, 0 up from T3 2024.
Context: The trend reflects 9 recent intakes with reliable data.
Action: Reinforce the campaigns that lifted the latest intake."
2025-09-28T12:04:38+00:00,leader,estimated_revenue,"Summary: 16 confirmed students represent about $296,000 in tuition revenue.
Context: Estimate based on $18,500 per enrolment.
Action: A further 27 offers could add about $299,700 if 60% convert."
2025-09-28T12:04:39+00:00,manager,due_payments,"Summary: 93 of 100 applicants (93%) prefer to pay less than half upfront.
Context: Payment preferences were captured from engaged applicants.
Action: Coordinate follow-ups with Bright Future Consultants, who manages 33 of these cases."
2025-09-28T12:04:39+00:00,manager,course_performance,"Summary: Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering.
Context: 16 learners are currently engaged across all courses.
Action: Share Bachelor of Business's approach to help Bachelor of Engineering close the gap."
2025-09-28T12:04:39+00:00,manager,study_reasons,"Summary: 'For personal interest / self-development' is the leading motivation with 66 students (66%).
Context: 'To get a better job / promotion' follows with 20 mentions.
Action: Tailor messaging to emphasise these motivations during counselling."
2025-09-28T12:04:39+00:00,leader,top_agents,"Summary: Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education.
Context: NextGen Education has 4 confirmed students and can close the gap with targeted support.
Action: Ask Global Pathways to mentor NextGen Education on high-conversion tactics."
2025-09-28T12:04:39+00:00,leader,enrollment_trend,"Summary: Jul 2025 recorded 1 enrolments, 0 up from T3 2024.
Context: The trend reflects 9 recent intakes with reliable data.
Action: Reinforce the campaigns that lifted the latest intake."
2025-09-28T12:04:39+00:00,leader,estimated_revenue,"Summary: 16 confirmed students represent about $296,000 in tuition revenue.
Context: Estimate based on $18,500 per enrolment.
Action: A further 27 offers could add about $299,700 if 60% convert."
2025-09-28T12:04:39+00:00,manager,due_payments,"Summary: 93 of 100 applicants (93%) prefer to pay less than half upfront.
Context: Payment preferences were captured from engaged applicants.
Action: Coordinate follow-ups with Bright Future Consultants, who manages 33 of these cases."
2025-09-28T12:04:39+00:00,manager,course_performance,"Summary: Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering.
Context: 16 learners are currently engaged across all courses.
Action: Share Bachelor of Business's approach to help Bachelor of Engineering close the gap."
2025-09-28T12:04:39+00:00,manager,study_reasons,"Summary: 'For personal interest / self-development' is the leading motivation with 66 students (66%).
Context: 'To get a better job / promotion' follows with 20 mentions.
Action: Tailor messaging to emphasise these motivations during counselling."
2025-09-28T12:04:39+00:00,leader,top_agents,"Summary: Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education.
Context: NextGen Education has 4 confirmed students and can close the gap with targeted support.
Action: Ask Global Pathways to mentor NextGen Education on high-conversion tactics."
2025-09-28T12:04:39+00:00,leader,enrollment_trend,"Summary: Jul 2025 recorded 1 enrolments, 0 up from T3 2024.
Context: The trend reflects 9 recent intakes with reliable data.
Action: Reinforce the campaigns that lifted the latest intake."
2025-09-28T12:04:39+00:00,leader,estimated_revenue,"Summary: 16 confirmed students represent about $296,000 in tuition revenue.
Context: Estimate based on $18,500 per enrolment.
Action: A further 27 offers could add about $299,700 if 60% convert."
2025-09-30T16:13:40+00:00,manager,due_payments,"Summary: 93 of 100 applicants (93%) prefer to pay less than half upfront.
Context: Payment preferences were captured from engaged applicants.
Action: Coordinate follow-ups with Bright Future Consultants, who manages 33 of these cases."
2025-09-30T16:13:40+00:00,manager,course_performance,"Summary: Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering.
Context: 16 learners are currently engaged across all courses.
Action: Share Bachelor of Business's approach to help Bachelor of Engineering close the gap."
2025-09-30T16:13:40+00:00,manager,study_reasons,"Summary: 'For personal interest / self-development' is the leading motivation with 66 students (66%).
Context: 'To get a better job / promotion' follows with 20 mentions.
Action: Tailor messaging to emphasise these motivations during counselling."
2025-09-30T16:13:40+00:00,leader,top_agents,"Summary: Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education.
Context: NextGen Education has 4 confirmed students and can close the gap with targeted support.
Action: Ask Global Pathways to mentor NextGen Education on high-conversion tactics."
2025-09-30T16:13:40+00:00,leader,enrollment_trend,"Summary: Jul 2025 recorded 1 enrolments, 0 up from T3 2024.
Context: The trend reflects 9 recent intakes with reliable data.
Action: Reinforce the campaigns that lifted the latest intake."
2025-09-30T16:13:40+00:00,leader,estimated_revenue,"Summary: 16 confirmed students represent about $296,000 in tuition revenue.
Context: Estimate based on $18,500 per enrolment.
Action: A further 27 offers could add about $299,700 if 60% convert."
2025-09-30T16:13:40+00:00,manager,due_payments,"Summary: 93 of 100 applicants (93%) prefer to pay less than half upfront.
Context: Payment preferences were captured from engaged applicants.
Action: Coordinate follow-ups with Bright Future Consultants, who manages 33 of these cases."
2025-09-30T16:13:40+00:00,manager,course_performance,"Summary: Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering.
Context: 16 learners are currently engaged across all courses.
Action: Share Bachelor of Business's approach to help Bachelor of Engineering close the gap."
2025-09-30T16:13:40+00:00,manager,study_reasons,"Summary: 'For personal interest / self-development' is the leading motivation with 66 students (66%).
Context: 'To get a better job / promotion' follows with 20 mentions.
Action: Tailor messaging to emphasise these motivations during counselling."
2025-09-30T16:13:40+00:00,leader,top_agents,"Summary: Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education.
Context: NextGen Education has 4 confirmed students and can close the gap with targeted support.
Action: Ask Global Pathways to mentor NextGen Education on high-conversion tactics."
2025-09-30T16:13:40+00:00,leader,enrollment_trend,"Summary: Jul 2025 recorded 1 enrolments, 0 up from T3 2024.
Context: The trend reflects 9 recent intakes with reliable data.
Action: Reinforce the campaigns that lifted the latest intake."
2025-09-30T16:13:40+00:00,leader,estimated_revenue,"Summary: 16 confirmed students represent about $296,000 in tuition revenue.
Context: Estimate based on $18,500 per enrolment.
Action: A further 27 offers could add about $299,700 if 60% convert."
2025-09-30T16:13:41+00:00,manager,due_payments,"Summary: 93 of 100 applicants (93%) prefer to pay less than half upfront.
Context: Payment preferences were captured from engaged applicants.
Action: Coordinate follow-ups with Bright Future Consultants, who manages 33 of these cases."
2025-09-30T16:13:41+00:00,manager,course_performance,"Summary: Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering.
Context: 16 learners are currently engaged across all courses.
Action: Share Bachelor of Business's approach to help Bachelor of Engineering close the gap."
2025-09-30T16:13:41+00:00,manager,study_reasons,"Summary: 'For personal interest / self-development' is the leading motivation with 66 students (66%).
Context: 'To get a better job / promotion' follows with 20 mentions.
Action: Tailor messaging to emphasise these motivations during counselling."
2025-09-30T16:13:41+00:00,leader,top_agents,"Summary: Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education.
Context: NextGen Education has 4 confirmed students and can close the gap with targeted support.
Action: Ask Global Pathways to mentor NextGen Education on high-conversion tactics."
2025-09-30T16:13:41+00:00,leader,enrollment_trend,"Summary: Jul 2025 recorded 1 enrolments, 0 up from T3 2024.
Context: The trend reflects 9 recent intakes with reliable data.
Action: Reinforce the campaigns that lifted the latest intake."
2025-09-30T16:13:41+00:00,leader,estimated_revenue,"Summary: 16 confirmed students represent about $296,000 in tuition revenue.
Context: Estimate based on $18,500 per enrolment.
Action: A further 27 offers could add about $299,700 if 60% convert."
2025-09-30T16:13:41+00:00,manager,due_payments,"Summary: 93 of 100 applicants (93%) prefer to pay less than half upfront.
Context: Payment preferences were captured from engaged applicants.
Action: Coordinate follow-ups with Bright Future Consultants, who manages 33 of these cases."
2025-09-30T16:13:41+00:00,manager,course_performance,"Summary: Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering.
Context: 16 learners are currently engaged across all courses.
Action: Share Bachelor of Business's approach to help Bachelor of Engineering close the gap."
2025-09-30T16:13:41+00:00,manager,study_reasons,"Summary: 'For personal interest / self-development' is the leading motivation with 66 students (66%).
Context: 'To get a better job / promotion' follows with 20 mentions.
Action: Tailor messaging to emphasise these motivations during counselling."
2025-09-30T16:13:41+00:00,leader,top_agents,"Summary: Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education.
Context: NextGen Education has 4 confirmed students and can close the gap with targeted support.
Action: Ask Global Pathways to mentor NextGen Education on high-conversion tactics."
2025-09-30T16:13:41+00:00,leader,enrollment_trend,"Summary: Jul 2025 recorded 1 enrolments, 0 up from T3 2024.
Context: The trend reflects 9 recent intakes with reliable data.
Action: Reinforce the campaigns that lifted the latest intake."
2025-09-30T16:13:41+00:00,leader,estimated_revenue,"Summary: 16 confirmed students represent about $296,000 in tuition revenue.
Context: Estimate based on $18,500 per enrolment.
Action: A further 27 offers could add about $299,700 if 60% convert."
2025-09-30T16:16:06+00:00,manager,due_payments,"Summary: 93 of 100 applicants (93%) prefer to pay less than half upfront.
Context: Payment preferences were captured from engaged applicants.
Action: Coordinate follow-ups with Bright Future Consultants, who manages 33 of these cases."
2025-09-30T16:16:06+00:00,manager,course_performance,"Summary: Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering.
Context: 16 learners are currently engaged across all courses.
Action: Share Bachelor of Business's approach to help Bachelor of Engineering close the gap."
2025-09-30T16:16:06+00:00,manager,study_reasons,"Summary: 'For personal interest / self-development' is the leading motivation with 66 students (66%).
Context: 'To get a better job / promotion' follows with 20 mentions.
Action: Tailor messaging to emphasise these motivations during counselling."
2025-09-30T16:16:06+00:00,leader,top_agents,"Summary: Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education.
Context: NextGen Education has 4 confirmed students and can close the gap with targeted support.
Action: Ask Global Pathways to mentor NextGen Education on high-conversion tactics."
2025-09-30T16:16:06+00:00,leader,enrollment_trend,"Summary: Jul 2025 recorded 1 enrolments, 0 up from T3 2024.
Context: The trend reflects 9 recent intakes with reliable data.
Action: Reinforce the campaigns that lifted the latest intake."
2025-09-30T16:16:06+00:00,leader,estimated_revenue,"Summary: 16 confirmed students represent about $296,000 in tuition revenue.
Context: Estimate based on $18,500 per enrolment.
Action: A further 27 offers could add about $299,700 if 60% convert."
2025-09-30T16:16:06+00:00,manager,due_payments,"Summary: 93 of 100 applicants (93%) prefer to pay less than half upfront.
Context: Payment preferences were captured from engaged applicants.
Action: Coordinate follow-ups with Bright Future Consultants, who manages 33 of these cases."
2025-09-30T16:16:06+00:00,manager,course_performance,"Summary: Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering.
Context: 16 learners are currently engaged across all courses.
Action: Share Bachelor of Business's approach to help Bachelor of Engineering close the gap."
2025-09-30T16:16:06+00:00,manager,study_reasons,"Summary: 'For personal interest / self-development' is the leading motivation with 66 students (66%).
Context: 'To get a better job / promotion' follows with 20 mentions.
Action: Tailor messaging to emphasise these motivations during counselling."
2025-09-30T16:16:06+00:00,leader,top_agents,"Summary: Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education.
Context: NextGen Education has 4 confirmed students and can close the gap with targeted support.
Action: Ask Global Pathways to mentor NextGen Education on high-conversion tactics."
2025-09-30T16:16:06+00:00,leader,enrollment_trend,"Summary: Jul 2025 recorded 1 enrolments, 0 up from T3 2024.
Context: The trend reflects 9 recent intakes with reliable data.
Action: Reinforce the campaigns that lifted the latest intake."
2025-09-30T16:16:06+00:00,leader,estimated_revenue,"Summary: 16 confirmed students represent about $296,000 in tuition revenue.
Context: Estimate based on $18,500 per enrolment.
Action: A further 27 offers could add about $299,700 if 60% convert."
2025-09-30T16:16:53+00:00,manager,due_payments,"Summary: 93 of 100 applicants (93%) prefer to pay less than half upfront.
Context: Payment preferences were captured from engaged applicants.
Action: Coordinate follow-ups with Bright Future Consultants, who manages 33 of these cases."
2025-09-30T16:16:53+00:00,manager,course_performance,"Summary: Bachelor of Business leads with 5 active students—0 more than Bachelor of Engineering.
Context: 16 learners are currently engaged across all courses.
Action: Share Bachelor of Business's approach to help Bachelor of Engineering close the gap."
2025-09-30T16:16:53+00:00,manager,study_reasons,"Summary: 'For personal interest / self-development' is the leading motivation with 66 students (66%).
Context: 'To get a better job / promotion' follows with 20 mentions.
Action: Tailor messaging to emphasise these motivations during counselling."
2025-09-30T16:16:53+00:00,leader,top_agents,"Summary: Global Pathways leads with 8 enrolments (25% conversion), 4 ahead of NextGen Education.
Context: NextGen Education has 4 confirmed students and can close the gap with targeted support.
Action: Ask Global Pathways to mentor NextGen Education on high-conversion tactics."
2025-09-30T16:16:53+00:00,leader,enrollment_trend,"Summary: Jul 2025 recorded 1 enrolments, 0 up from T3 2024.
Context: The trend reflects 9 recent intakes with reliable data.
Action: Reinforce the campaigns that lifted the latest intake."
2025-09-30T16:16:53+00:00,leader,estimated_revenue,"Summary: 16 confirmed students represent about $296,000 in tuition revenue.
Context: Estimate based on $18,500 per enrolment.
Action: A further 27 offers could add about $299,700 if 60% convert."
